objType,data_id,data_q,data_text_content,data_name,data_tagslist,time,archive,anonflg,super_anonflg,userid,photo,ask_type,photo_type,bit_settings,q_link,revision_flg,city_id,answer_count,pin_count,user_pinned,safefilter,channel_id,extra_photo_id,extra_content_image_url_small,extra_content_image_url_medium,extra_content_image_creator_name,extra_content_image_creator_username,extra_content_image_,extra_hebrew_time,extra_url,extra_url_title,extra_item_profile_nickname,extra_item_profile_anonflg,extra_item_profile_active,meta_active,meta_permissions_edit,meta_permissions_delete,meta_permissions_deleteWithoutMsg,meta_permissions_ban,meta_permissions_report,meta_permissions_showAdminMsgs,meta_permissions_,meta_permissions_itemOwner,meta_permissions_restore,meta_permissions_removeFromChannel,meta_moreUserDetails_userid,meta_moreUserDetails_ip
ask,7324927,אני מרגישה שעושים עליי חרם באתר! (בבקשה תקראו זה חשוב לי),"אני יודעת שזה רק אתר אינטרנט והכל, אבל אני פה כבר 3 שנים, אני משקיעה בתשובות שלי ולא מצפה לקבל כלום בתמורה, אבל שמתי לב שכמעט כולם מדלגים עליי בפרחים, גם אם אני עונה ראשונה, תמיד יתנו לאלה שאחרי ופשוט מדלגים עליי (אני לא עונה בשביל פרחים, אבל השקעתי מזמני כל כך הרבה וכל מה שאני מקבלת זה קללות בקיר התודות)  כדאי לפרוש? אני אוהבת לעזור אבל קשה לי לראות את כל הקללות שכתבו לי",כתיבה|ביקורת|חרם|עצות|חוות דעת,2019/04/18 13:06:53,false,true,false,0,unsplash:hjwKMkehBco,0,,false,0,10,1,-1,false,10,null,https://images.unsplash.com/photo-1473186505569-9c61870c11f9?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=a618b4c44bfe3936866e6d6055db192c,https://images.unsplash.com/photo-1473186505569-9c61870c11f9?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=6582605df1d99d5dc763495971d3b515,lvaro Serrano,alvaroserrano,19 דקות,ask/7324927/%D7%90%D7%A0%D7%99-%D7%9E%D7%A8%D7%92%D7%99%D7%A9%D7%94-%D7%A9%D7%A2%D7%95%D7%A9%D7%99%D7%9D-%D7%A2%D7%9C%D7%99%D7%99-%D7%97%D7%A8%D7%9D,אני-מרגישה-שעושים-עליי-חרם,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,229390,176.230.34.156
ask,7324913,זה אומר שאני בחרם ? (תקראו למטה),חבורה של 5 בנות גורמות למלא בנות אחרות לשנוא אותי ולדבר אליי מגעיל ולהציק לי כל הזמן ולא לדבר איתי,חרם|חברות|חוות דעת|ביקורת|תמיכה,2019/04/18 13:03:58,false,false,false,255415,unsplash:RlC1eHzJOFI,0,,false,0,7,2,-1,false,10,null,https://images.unsplash.com/photo-1484906468498-4d81f1001881?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=dd0a1a1939b9f191f5ba025c6f0d73d8,https://images.unsplash.com/photo-1484906468498-4d81f1001881?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=2705dc93d819656a2b97a89651870f54,chuttersnap,chuttersnap,22 דקות,ask/7324913/%D7%96%D7%94-%D7%90%D7%95%D7%9E%D7%A8-%D7%A9%D7%90%D7%A0%D7%99-%D7%91%D7%97%D7%A8%D7%9D-%D7%AA%D7%A7%D7%A8%D7%90%D7%95,זה-אומר-שאני-בחרם-תקראו,++motek,false,true,true,true,true,false,true,true,true,false,true,true,255415,2.54.225.161
ask,7324899,סבתא של חברה שלי נפטרה ואני רוצה לכתוב לה משהו אבל אני לא יודעת מה... יש לכם רעיונות?,,סבתא|משפחה|מוות|אובדן,2019/04/18 12:59:17,false,true,false,0,unsplash:vHkj3fX9wCk,0,,false,0,3,0,-1,false,10,null,https://images.unsplash.com/photo-1509223197845-458d87318791?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=a949f5af61767946e922b0d6974fea5e,https://images.unsplash.com/photo-1509223197845-458d87318791?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=61f3ee736541aecec24bf72727851c63,Ember + Ivory,emberandivory,26 דקות,ask/7324899/%D7%A1%D7%91%D7%AA%D7%90-%D7%A9%D7%9C-%D7%97%D7%91%D7%A8%D7%94-%D7%A9%D7%9C%D7%99-%D7%A0%D7%A4%D7%98%D7%A8%D7%94-%D7%95%D7%90%D7%A0%D7%99,סבתא-של-חברה-שלי-נפטרה-ואני,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,254433,109.186.169.94
ask,7324896,מכירים את זה שאתם רעבים אבל אין לכם תיאבון?,מה עושים,רעב|תיאבון|אוכל|דיכאון,2019/04/18 12:58:35,false,false,false,184179,unsplash:kSOktEkItOs,0,,false,0,5,0,-1,false,10,null,https://images.unsplash.com/photo-1518606001907-8c4eabe95620?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=ba0e7c09bffbb1147b05bda24fd0d3d5,https://images.unsplash.com/photo-1518606001907-8c4eabe95620?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=cdbd5fd98bf9f6fb1ebf0ad8bbcb508f,Andra Ion,amiion,27 דקות,ask/7324896/%D7%9E%D7%9B%D7%99%D7%A8%D7%99%D7%9D-%D7%90%D7%AA-%D7%96%D7%94-%D7%A9%D7%90%D7%AA%D7%9D-%D7%A8%D7%A2%D7%91%D7%99%D7%9D-%D7%90%D7%91%D7%9C,מכירים-את-זה-שאתם-רעבים-אבל,תולעת בלי תועלת,false,true,true,true,true,false,true,true,true,false,true,true,184179,83.130.89.53
ask,7324845,קשה לי כל כך קשה לי,אני מרגישה חרא בנאדם שרק הורס הכל לכולם וכל דבר שאני עושה לא טוב ושלא מגיע לי כלום כי אני סתם שום דבר אין לי באמת סיבה להיות פה לא מגיע לי להיות פה ואני נטל פשוט נטל אנשים מנסים לעזור לי והם משקיעים את הזמן שלהם בי וזה אנשים שלא צרכים לעשות את זה וזה לא עוזר לי ואני מרגישה גרוע כי אני סתם מבזבזת להם את הזמן ואני לא חשובה ואני שונאת את עצמי אני כל כך שונאת את עצמי אני כבר לא מצליחה להנות מדברים שנהנתי מהם אני כל הזמן עצובה ולא מפסיקה לחשוב על זה ועל כמה שאני גרועה וכבר נמאס לי מזה ולא רק אני חושבת ככה אנשים התחילו להעיר לי שאני כל הזמן עצובה ובאמת שאין לי חשק לקום מהמיטה אבל אני עושה את זה בשביל אמא שלי ואני לא חושבת שיש לי סיבה לחיות כי וואלה אין לי סיבה אין לי שום מטרה או משמעות ובאמת אין לי מושג מה אפשר לעשות.יש למישהו רעיון?,קשיים|מוות,2019/04/18 12:46:54,false,true,false,0,1278771686,0,,false,0,0,1,-1,false,10,1278771686,null,null,null,null,39 דקות,ask/7324845/%D7%A7%D7%A9%D7%94-%D7%9C%D7%99-%D7%9B%D7%9C-%D7%9B%D7%9A-%D7%A7%D7%A9%D7%94-%D7%9C%D7%99,קשה-לי-כל-כך-קשה-לי,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,212860,37.142.173.131
ask,7324803,אני מרגישה כאילו אני מתאהבת בכל אחד! אני ממש נואשת תעזרו לי,,התאהבות|משיכה|דיכאון|הידלקות,2019/04/18 12:33:46,false,true,false,0,unsplash:yB2TGLr-rVo,0,,false,0,6,0,-1,false,10,null,https://images.unsplash.com/photo-1455541029258-597a69778eed?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=256490c60c1586425452408984d24619,https://images.unsplash.com/photo-1455541029258-597a69778eed?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=ebef1825d57568ad1b9e261a380267c3,freestocks.org,freestocks,52 דקות,ask/7324803/%D7%90%D7%A0%D7%99-%D7%9E%D7%A8%D7%92%D7%99%D7%A9%D7%94-%D7%9B%D7%90%D7%99%D7%9C%D7%95-%D7%90%D7%A0%D7%99-%D7%9E%D7%AA%D7%90%D7%94%D7%91%D7%AA,אני-מרגישה-כאילו-אני-מתאהבת,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,233471,31.154.106.68
ask,7324765,מחבלים מתאבדים מקבלים 72 בתולות מה מקבלות מחבלות מתאבדות?( אם זה היה 72 בתולים הייתן רוצות?) (:,,מחבלים|פיגועים|ערבים|מוות|התאבדות,2019/04/18 12:21:27,false,false,false,189292,243447330,0,,false,0,3,0,-1,true,10,243447330,null,null,null,null,שעה,ask/7324765/%D7%9E%D7%97%D7%91%D7%9C%D7%99%D7%9D-%D7%9E%D7%AA%D7%90%D7%91%D7%93%D7%99%D7%9D-%D7%9E%D7%A7%D7%91%D7%9C%D7%99%D7%9D-72,מחבלים-מתאבדים-מקבלים-72,Liadh1988,false,true,true,true,true,false,true,true,true,false,true,true,189292,37.142.136.98
ask,7324718,"החיים האלה כל כך לא הוגנים... בזמן שיש מישהו שחי פה בארץ חיים טובים , מתאהב, מצליח בחיים, נפטר בשיבה טובה...",ילד בן 12 באיזו מדינת עולם שלישית נאנס ונרצח. אחרי שכל החיים שלו הוא רק סבל..,חיים|דיכאון|מוות|מצב רוח|דעות,2019/04/18 12:09:38,false,true,false,0,unsplash:4K2lIP0zc_k,0,,false,0,7,1,-1,false,10,null,https://images.unsplash.com/photo-1472162072942-cd5147eb3902?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=8c41b9519121a608463a4f1f85160d56,https://images.unsplash.com/photo-1472162072942-cd5147eb3902?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=8fc0b7e27ab3e881d614f727f326cac0,Ben White,benwhitephotography,שעה,ask/7324718/%D7%94%D7%97%D7%99%D7%99%D7%9D-%D7%94%D7%90%D7%9C%D7%94-%D7%9B%D7%9C-%D7%9B%D7%9A-%D7%9C%D7%90,החיים-האלה-כל-כך-לא,אנונימי,true,true,true,true,true,false,true,true,true,false,true,true,254188,2.53.147.86
ask,7324682,"נשבר לי הלב, חברות שלי רק צוחקות עליי ואים לי עם. מי לדבר",,לב|לב שבור|אהבה נכזבת|דיכאון,2019/04/18 11:56:50,false,true,false,0,unsplash:Wg6US8cp88I,0,,false,0,5,0,-1,false,10,null,https://images.unsplash.com/photo-1532582391512-10df28df5357?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=526e7d3d8e05d4c31e251ffcc8a73c46,https://images.unsplash.com/photo-1532582391512-10df28df5357?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=7a0fe295fe1e1902e00ed09ac72a4dfc,Bash Fish,bash_fsh,שעה,ask/7324682/%D7%A0%D7%A9%D7%91%D7%A8-%D7%9C%D7%99-%D7%94%D7%9C%D7%91-%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C%D7%99-%D7%A8%D7%A7,נשבר-לי-הלב-חברות-שלי-רק,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,233471,31.154.106.68
ask,7324660,"אבא שלי עומד להתאבד, בבקשה תכנסו אין לי מושג מה לעשות","אנחנו אמורים להיות אצל אמא שלי בליל הסדר ועכשיו אבא שלי התקשר ואמר שאם לא נגיע אליו בליל הסדר אני אראה את האסון שיקרה, ואין לו סיבה לחיים יותר... ואני ממש מאמינה שהוא מסוגל להתאבד, כי הרבה פעמים יש לו התבטאויות כאלו. אבל מה יהיה אם אמא שלי בחג? ואם עכשיו זה יהיה האיום התמידי שלו אז כל דבר שהוא ירצה נהיה חייבים לעשות? אני ממש לא יודעת מה לעשות, ללכת אליו בחג או לא?",מוות|התאבדות|דיכאון|התייעצויות|עצות,2019/04/18 11:48:54,false,true,false,0,unsplash:-5YFiU6HuSc,0,,false,0,9,3,-1,false,10,null,https://images.unsplash.com/photo-1532935909789-91408ff42c04?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=400&fit=max&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=895c6c0329ee14aefe56cdeb9c302582,https://images.unsplash.com/photo-1532935909789-91408ff42c04?ixlib=rb-0.3.5&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=680&fit=crop&ixid=eyJhcHBfaWQiOjE4OTkzfQ&s=3a4264637ce560eeae95413336c24107,Sandy Millar,sandym10,שעה,ask/7324660/%D7%90%D7%91%D7%90-%D7%A9%D7%9C%D7%99-%D7%A2%D7%95%D7%9E%D7%93-%D7%9C%D7%94%D7%AA%D7%90%D7%91%D7%93-%D7%91%D7%91%D7%A7%D7%A9%D7%94,אבא-שלי-עומד-להתאבד-בבקשה,אנונימית,true,true,true,true,true,false,true,true,true,false,true,true,247316,77.125.82.21
